cohort	sample_id	platform	primary_probe	il6r_primary	il6r_probe_mean	inferred_group
GSE14333	GSM358410	GPL570	217489_s_at	2.962379366	5.57814467633333	normal_or_adjacent
GSE14333	GSM358411	GPL570	217489_s_at	4.221004454	5.82427144133333	normal_or_adjacent
GSE14333	GSM358412	GPL570	217489_s_at	3.047478368	5.14181158766667	normal_or_adjacent
GSE14333	GSM358413	GPL570	217489_s_at	2.882868507	5.70772938	normal_or_adjacent
GSE14333	GSM358414	GPL570	217489_s_at	4.998702059	6.43258915466667	normal_or_adjacent
GSE14333	GSM358415	GPL570	217489_s_at	2.150988004	5.06644219133333	normal_or_adjacent
GSE14333	GSM358416	GPL570	217489_s_at	2.191324975	4.972035798	normal_or_adjacent
GSE14333	GSM358417	GPL570	217489_s_at	2.962579214	5.44122258933333	normal_or_adjacent
GSE14333	GSM358418	GPL570	217489_s_at	2.394336763	4.82762567333333	normal_or_adjacent
GSE14333	GSM358419	GPL570	217489_s_at	1.36539856	5.18354554533333	normal_or_adjacent
GSE14333	GSM358420	GPL570	217489_s_at	4.132623281	5.53393882333333	normal_or_adjacent
GSE14333	GSM358421	GPL570	217489_s_at	2.379119325	5.180694617	normal_or_adjacent
GSE14333	GSM358422	GPL570	217489_s_at	1.357328821	4.71998508166667	normal_or_adjacent
GSE14333	GSM358423	GPL570	217489_s_at	2.174890453	5.03256958933333	normal_or_adjacent
GSE14333	GSM358424	GPL570	217489_s_at	1.395939945	5.26990242466667	normal_or_adjacent
GSE14333	GSM358425	GPL570	217489_s_at	1.361868402	4.31582854366667	normal_or_adjacent
GSE14333	GSM358426	GPL570	217489_s_at	2.545665775	5.31343515433333	normal_or_adjacent
GSE14333	GSM358427	GPL570	217489_s_at	4.901929668	6.22714219466667	normal_or_adjacent
GSE14333	GSM358428	GPL570	217489_s_at	4.019173336	5.47955586266667	normal_or_adjacent
GSE14333	GSM358429	GPL570	217489_s_at	2.656320906	5.232647185	normal_or_adjacent
GSE14333	GSM358430	GPL570	217489_s_at	3.493416256	5.31290644933333	normal_or_adjacent
GSE14333	GSM358431	GPL570	217489_s_at	1.982087925	4.98369065066667	normal_or_adjacent
GSE14333	GSM358432	GPL570	217489_s_at	2.146163179	5.14204963866667	normal_or_adjacent
GSE14333	GSM358433	GPL570	217489_s_at	1.83934139	4.94393702666667	normal_or_adjacent
GSE14333	GSM358434	GPL570	217489_s_at	1.847697936	4.39392256066667	normal_or_adjacent
GSE14333	GSM358435	GPL570	217489_s_at	3.073265603	4.83326297333333	normal_or_adjacent
GSE14333	GSM358436	GPL570	217489_s_at	1.819604923	5.551231955	normal_or_adjacent
GSE14333	GSM358437	GPL570	217489_s_at	1.755829816	4.320034984	normal_or_adjacent
GSE14333	GSM358438	GPL570	217489_s_at	1.582455872	4.72837189933333	normal_or_adjacent
GSE14333	GSM358439	GPL570	217489_s_at	1.818839435	4.33110030533333	normal_or_adjacent
GSE14333	GSM358440	GPL570	217489_s_at	4.102130929	5.79614398966667	normal_or_adjacent
GSE14333	GSM358441	GPL570	217489_s_at	1.475318228	4.04834413066667	normal_or_adjacent
GSE14333	GSM358442	GPL570	217489_s_at	1.740326662	3.74784353366667	normal_or_adjacent
GSE14333	GSM358443	GPL570	217489_s_at	3.797770129	4.83129045133333	normal_or_adjacent
GSE14333	GSM358444	GPL570	217489_s_at	5.049899603	6.82626687866667	normal_or_adjacent
GSE14333	GSM358445	GPL570	217489_s_at	0.890511676	3.71035524033333	normal_or_adjacent
GSE14333	GSM358446	GPL570	217489_s_at	5.755786581	5.636943027	normal_or_adjacent
GSE14333	GSM358447	GPL570	217489_s_at	3.515872668	6.33490863566667	normal_or_adjacent
GSE14333	GSM358448	GPL570	217489_s_at	4.185115136	5.71634262566667	normal_or_adjacent
GSE14333	GSM358449	GPL570	217489_s_at	3.176511697	5.71824231866667	normal_or_adjacent
GSE14333	GSM358450	GPL570	217489_s_at	4.275868268	6.275534406	normal_or_adjacent
GSE14333	GSM358451	GPL570	217489_s_at	5.29601156	5.03109034133333	normal_or_adjacent
GSE14333	GSM358452	GPL570	217489_s_at	3.069973675	5.925601063	normal_or_adjacent
GSE14333	GSM358453	GPL570	217489_s_at	5.869707247	6.991128733	normal_or_adjacent
GSE14333	GSM358454	GPL570	217489_s_at	1.739791888	4.56769289033333	normal_or_adjacent
GSE14333	GSM358455	GPL570	217489_s_at	4.080669785	5.19195518533333	normal_or_adjacent
GSE14333	GSM358456	GPL570	217489_s_at	1.408692316	4.52709715266667	normal_or_adjacent
GSE14333	GSM358457	GPL570	217489_s_at	2.53292678	4.83990815166667	normal_or_adjacent
GSE14333	GSM358458	GPL570	217489_s_at	4.197418239	5.87639258366667	normal_or_adjacent
GSE14333	GSM358459	GPL570	217489_s_at	1.944826709	4.24604261633333	normal_or_adjacent
GSE14333	GSM358460	GPL570	217489_s_at	1.749280911	4.479944547	normal_or_adjacent
GSE14333	GSM358461	GPL570	217489_s_at	4.265493423	5.45470865333333	normal_or_adjacent
GSE14333	GSM358462	GPL570	217489_s_at	5.543772151	6.91245070366667	normal_or_adjacent
GSE14333	GSM358463	GPL570	217489_s_at	4.116772866	5.18797548466667	normal_or_adjacent
GSE14333	GSM358464	GPL570	217489_s_at	4.378934755	6.20960869833333	normal_or_adjacent
GSE14333	GSM358465	GPL570	217489_s_at	4.392446519	6.009119054	normal_or_adjacent
GSE14333	GSM358466	GPL570	217489_s_at	4.639932126	6.30687748833333	normal_or_adjacent
GSE14333	GSM358467	GPL570	217489_s_at	4.688211672	5.44586867933333	normal_or_adjacent
GSE14333	GSM358468	GPL570	217489_s_at	4.759300132	6.539834775	normal_or_adjacent
GSE14333	GSM358469	GPL570	217489_s_at	4.6588548	5.714675165	normal_or_adjacent
GSE14333	GSM358470	GPL570	217489_s_at	3.612450719	5.194384435	normal_or_adjacent
GSE14333	GSM358471	GPL570	217489_s_at	2.088841332	5.11376939666667	normal_or_adjacent
GSE14333	GSM358472	GPL570	217489_s_at	3.339856353	5.670161666	normal_or_adjacent
GSE14333	GSM358473	GPL570	217489_s_at	5.134195918	5.36165128666667	normal_or_adjacent
GSE14333	GSM358474	GPL570	217489_s_at	4.505104647	5.222088065	normal_or_adjacent
GSE14333	GSM358475	GPL570	217489_s_at	2.913080026	5.791043515	normal_or_adjacent
GSE14333	GSM358476	GPL570	217489_s_at	4.42321056	6.02710156333333	normal_or_adjacent
GSE14333	GSM358477	GPL570	217489_s_at	4.218963267	6.57160641066667	normal_or_adjacent
GSE14333	GSM358478	GPL570	217489_s_at	2.997342014	6.28352290066667	normal_or_adjacent
GSE14333	GSM358479	GPL570	217489_s_at	2.525563976	5.294743211	normal_or_adjacent
GSE14333	GSM358480	GPL570	217489_s_at	1.517253413	4.66610969766667	normal_or_adjacent
GSE14333	GSM358481	GPL570	217489_s_at	2.314348196	5.161283428	normal_or_adjacent
GSE14333	GSM358482	GPL570	217489_s_at	2.326516284	5.183034872	normal_or_adjacent
GSE14333	GSM358483	GPL570	217489_s_at	4.528535106	5.78342286666667	normal_or_adjacent
GSE14333	GSM358484	GPL570	217489_s_at	1.801116057	4.511089225	normal_or_adjacent
GSE14333	GSM358485	GPL570	217489_s_at	1.149715799	4.72618472266667	normal_or_adjacent
GSE14333	GSM358486	GPL570	217489_s_at	3.30387764	4.638688802	normal_or_adjacent
GSE14333	GSM358487	GPL570	217489_s_at	3.13908377	5.39012907933333	normal_or_adjacent
GSE14333	GSM358488	GPL570	217489_s_at	1.491057388	4.103029457	normal_or_adjacent
GSE14333	GSM358489	GPL570	217489_s_at	1.449106955	4.35568089033333	normal_or_adjacent
GSE14333	GSM358490	GPL570	217489_s_at	3.147697977	4.983393298	normal_or_adjacent
GSE14333	GSM358491	GPL570	217489_s_at	2.842677667	5.80531339166667	normal_or_adjacent
GSE14333	GSM358492	GPL570	217489_s_at	3.976567017	6.13664123833333	normal_or_adjacent
GSE14333	GSM358493	GPL570	217489_s_at	6.086133387	7.026913311	normal_or_adjacent
GSE14333	GSM358494	GPL570	217489_s_at	5.159799735	6.613886113	normal_or_adjacent
GSE14333	GSM358495	GPL570	217489_s_at	2.144065607	4.25994797966667	normal_or_adjacent
GSE14333	GSM358496	GPL570	217489_s_at	1.519589809	4.56791908966667	normal_or_adjacent
GSE14333	GSM358497	GPL570	217489_s_at	2.732025785	5.39235869966667	normal_or_adjacent
GSE14333	GSM358498	GPL570	217489_s_at	1.992715044	5.19405942633333	normal_or_adjacent
GSE14333	GSM358499	GPL570	217489_s_at	2.267168028	5.23674855966667	normal_or_adjacent
GSE14333	GSM358500	GPL570	217489_s_at	2.814105269	5.063263698	normal_or_adjacent
GSE14333	GSM358501	GPL570	217489_s_at	3.708093912	5.57556730733333	normal_or_adjacent
GSE14333	GSM358502	GPL570	217489_s_at	1.192685386	4.86006193833333	normal_or_adjacent
GSE14333	GSM358503	GPL570	217489_s_at	1.861663063	4.963750646	normal_or_adjacent
GSE14333	GSM358504	GPL570	217489_s_at	4.553342416	6.553505289	normal_or_adjacent
GSE14333	GSM358505	GPL570	217489_s_at	1.844910288	4.52288530333333	normal_or_adjacent
GSE14333	GSM358506	GPL570	217489_s_at	4.540492433	6.12917599433333	normal_or_adjacent
GSE14333	GSM358507	GPL570	217489_s_at	5.41908885	6.16222814666667	normal_or_adjacent
GSE14333	GSM358508	GPL570	217489_s_at	3.58372022	5.30182473033333	normal_or_adjacent
GSE14333	GSM358509	GPL570	217489_s_at	2.010150577	5.25985888566667	normal_or_adjacent
GSE14333	GSM358510	GPL570	217489_s_at	1.9724562	4.905377023	normal_or_adjacent
GSE14333	GSM358511	GPL570	217489_s_at	4.402956598	5.97396993333333	normal_or_adjacent
GSE14333	GSM358512	GPL570	217489_s_at	3.568317311	5.861849405	normal_or_adjacent
GSE14333	GSM358513	GPL570	217489_s_at	0.965427249	4.66860967033333	normal_or_adjacent
GSE14333	GSM358514	GPL570	217489_s_at	1.814523826	4.96031044766667	normal_or_adjacent
GSE14333	GSM358515	GPL570	217489_s_at	4.438121131	6.11225790066667	normal_or_adjacent
GSE14333	GSM358516	GPL570	217489_s_at	2.266963234	5.13435960566667	normal_or_adjacent
GSE14333	GSM358517	GPL570	217489_s_at	2.840493205	5.12736031833333	normal_or_adjacent
GSE14333	GSM358518	GPL570	217489_s_at	4.874620701	6.28570682433333	normal_or_adjacent
GSE14333	GSM358519	GPL570	217489_s_at	3.156169934	5.47651403233333	normal_or_adjacent
GSE14333	GSM358520	GPL570	217489_s_at	1.586729258	5.01696186033333	normal_or_adjacent
GSE14333	GSM358521	GPL570	217489_s_at	1.914873062	4.652221639	normal_or_adjacent
GSE14333	GSM358522	GPL570	217489_s_at	1.280118288	3.80364980966667	normal_or_adjacent
GSE14333	GSM358523	GPL570	217489_s_at	3.332608219	6.25380175	normal_or_adjacent
GSE14333	GSM358524	GPL570	217489_s_at	2.553496743	4.84464215733333	normal_or_adjacent
GSE14333	GSM358525	GPL570	217489_s_at	2.258932503	5.333098627	normal_or_adjacent
GSE14333	GSM358526	GPL570	217489_s_at	1.441432882	4.31804046333333	normal_or_adjacent
GSE14333	GSM358527	GPL570	217489_s_at	1.948392859	4.987189967	normal_or_adjacent
GSE14333	GSM358528	GPL570	217489_s_at	1.597175535	4.15779592133333	normal_or_adjacent
GSE14333	GSM358529	GPL570	217489_s_at	1.443979703	4.770779083	normal_or_adjacent
GSE14333	GSM358530	GPL570	217489_s_at	1.517253413	5.055258079	normal_or_adjacent
GSE14333	GSM358531	GPL570	217489_s_at	1.720149704	4.59207641266667	normal_or_adjacent
GSE14333	GSM358532	GPL570	217489_s_at	2.61650808	4.87803264966667	normal_or_adjacent
GSE14333	GSM358533	GPL570	217489_s_at	1.639484047	4.60006705733333	normal_or_adjacent
GSE14333	GSM358534	GPL570	217489_s_at	1.924244015	4.838595831	normal_or_adjacent
GSE14333	GSM358535	GPL570	217489_s_at	2.014189872	4.777405566	normal_or_adjacent
GSE14333	GSM358536	GPL570	217489_s_at	2.433499286	5.05347338466667	normal_or_adjacent
GSE14333	GSM358537	GPL570	217489_s_at	3.05686823	5.28822555933333	normal_or_adjacent
GSE14333	GSM358538	GPL570	217489_s_at	2.035169599	5.251472647	normal_or_adjacent
GSE14333	GSM358539	GPL570	217489_s_at	2.151655369	4.92705379333333	normal_or_adjacent
GSE14333	GSM358540	GPL570	217489_s_at	2.701930333	4.72329030266667	normal_or_adjacent
GSE14333	GSM358541	GPL570	217489_s_at	1.933785488	5.13376813433333	normal_or_adjacent
GSE14333	GSM358542	GPL570	217489_s_at	3.167631638	5.946432432	normal_or_adjacent
GSE14333	GSM358543	GPL570	217489_s_at	3.318384265	5.53739354033333	normal_or_adjacent
GSE14333	GSM358544	GPL570	217489_s_at	2.902433167	2.976089226	normal_or_adjacent
GSE14333	GSM358545	GPL570	217489_s_at	5.32214625	6.92324694166667	normal_or_adjacent
GSE14333	GSM358546	GPL570	217489_s_at	4.595317653	6.28448086966667	normal_or_adjacent
GSE14333	GSM358547	GPL570	217489_s_at	2.637183882	4.62808817333333	normal_or_adjacent
GSE14333	GSM358548	GPL570	217489_s_at	2.47187219	4.38114152	normal_or_adjacent
GSE14333	GSM358549	GPL570	217489_s_at	2.926083798	5.733010533	normal_or_adjacent
GSE14333	GSM358550	GPL570	217489_s_at	2.448810318	5.295181061	normal_or_adjacent
GSE14333	GSM358551	GPL570	217489_s_at	4.290337504	6.180151818	normal_or_adjacent
GSE14333	GSM358552	GPL570	217489_s_at	1.520154453	5.382608784	normal_or_adjacent
GSE14333	GSM358553	GPL570	217489_s_at	2.063406699	4.44077526733333	normal_or_adjacent
GSE14333	GSM358554	GPL570	217489_s_at	5.351076028	6.40687484233333	normal_or_adjacent
GSE14333	GSM358555	GPL570	217489_s_at	4.044795432	5.58751309566667	normal_or_adjacent
GSE14333	GSM358556	GPL570	217489_s_at	1.964479544	4.73232121466667	normal_or_adjacent
GSE14333	GSM358557	GPL570	217489_s_at	3.025001854	5.65123692666667	normal_or_adjacent
GSE14333	GSM358558	GPL570	217489_s_at	1.511837439	4.890987911	normal_or_adjacent
GSE14333	GSM358559	GPL570	217489_s_at	3.964366	4.94724386066667	normal_or_adjacent
GSE14333	GSM358560	GPL570	217489_s_at	2.34352773	5.38822721866667	normal_or_adjacent
GSE14333	GSM358561	GPL570	217489_s_at	3.67940089	5.87786249866667	normal_or_adjacent
GSE14333	GSM358562	GPL570	217489_s_at	4.978773545	5.735488394	normal_or_adjacent
GSE14333	GSM358563	GPL570	217489_s_at	3.96898351	6.29491554466667	normal_or_adjacent
GSE14333	GSM358564	GPL570	217489_s_at	5.325382758	7.29386179433333	normal_or_adjacent
GSE14333	GSM358565	GPL570	217489_s_at	4.634999963	5.563603039	normal_or_adjacent
GSE14333	GSM358566	GPL570	217489_s_at	3.089010841	4.48801214733333	normal_or_adjacent
GSE14333	GSM358567	GPL570	217489_s_at	3.664941909	6.05625296366667	normal_or_adjacent
GSE14333	GSM358568	GPL570	217489_s_at	5.619637187	7.44463244	normal_or_adjacent
GSE14333	GSM358569	GPL570	217489_s_at	4.398248239	5.652232003	normal_or_adjacent
GSE14333	GSM358570	GPL570	217489_s_at	2.169494431	4.95602278	normal_or_adjacent
GSE14333	GSM358571	GPL570	217489_s_at	1.236210432	3.861430986	normal_or_adjacent
GSE14333	GSM358572	GPL570	217489_s_at	1.790474917	4.40864510533333	normal_or_adjacent
GSE14333	GSM358573	GPL570	217489_s_at	2.861060472	5.266380253	normal_or_adjacent
GSE14333	GSM358574	GPL570	217489_s_at	2.196748803	5.178416703	normal_or_adjacent
GSE14333	GSM358575	GPL570	217489_s_at	2.014189872	4.99286147566667	normal_or_adjacent
GSE14333	GSM358576	GPL570	217489_s_at	3.16725638	5.00727562266667	normal_or_adjacent
GSE14333	GSM358577	GPL570	217489_s_at	3.009478718	5.067459863	normal_or_adjacent
GSE14333	GSM358578	GPL570	217489_s_at	1.401458169	4.26773454166667	normal_or_adjacent
GSE14333	GSM358579	GPL570	217489_s_at	2.986317068	4.569101151	normal_or_adjacent
GSE14333	GSM358580	GPL570	217489_s_at	1.673879422	4.35700510833333	normal_or_adjacent
GSE14333	GSM358581	GPL570	217489_s_at	2.541091118	4.72476831566667	normal_or_adjacent
GSE14333	GSM358582	GPL570	217489_s_at	3.940993717	5.682205333	normal_or_adjacent
GSE14333	GSM358583	GPL570	217489_s_at	1.40991949	4.871487726	normal_or_adjacent
GSE14333	GSM358584	GPL570	217489_s_at	3.191311529	5.123416488	normal_or_adjacent
GSE14333	GSM358585	GPL570	217489_s_at	2.73779646	5.05095236	normal_or_adjacent
GSE14333	GSM358586	GPL570	217489_s_at	1.756634984	4.58909343633333	normal_or_adjacent
GSE14333	GSM358587	GPL570	217489_s_at	1.661853666	5.525786228	normal_or_adjacent
GSE14333	GSM358588	GPL570	217489_s_at	1.47405786	4.59333489533333	normal_or_adjacent
GSE14333	GSM358589	GPL570	217489_s_at	3.360732124	5.33221169633333	normal_or_adjacent
GSE14333	GSM358590	GPL570	217489_s_at	4.277716543	6.673873697	normal_or_adjacent
GSE14333	GSM358591	GPL570	217489_s_at	4.189847045	6.15701243733333	normal_or_adjacent
GSE14333	GSM358592	GPL570	217489_s_at	2.803765619	4.689710187	normal_or_adjacent
GSE14333	GSM358593	GPL570	217489_s_at	3.300398767	5.89694997433333	normal_or_adjacent
GSE14333	GSM358594	GPL570	217489_s_at	3.570787757	6.48760153333333	normal_or_adjacent
GSE14333	GSM358595	GPL570	217489_s_at	5.029668526	6.18749610166667	normal_or_adjacent
GSE14333	GSM358596	GPL570	217489_s_at	3.789567743	5.277897487	normal_or_adjacent
GSE14333	GSM358597	GPL570	217489_s_at	3.403363807	5.24076604666667	normal_or_adjacent
GSE14333	GSM358598	GPL570	217489_s_at	3.600883418	5.19034123466667	normal_or_adjacent
GSE14333	GSM358599	GPL570	217489_s_at	4.855293669	5.486570091	normal_or_adjacent
GSE14333	GSM358600	GPL570	217489_s_at	2.456375823	5.12866826066667	normal_or_adjacent
GSE14333	GSM358601	GPL570	217489_s_at	2.791849654	4.82965340466667	normal_or_adjacent
GSE14333	GSM358602	GPL570	217489_s_at	5.750303508	6.27041309433333	normal_or_adjacent
GSE14333	GSM358603	GPL570	217489_s_at	3.972092656	5.340896528	normal_or_adjacent
GSE14333	GSM358604	GPL570	217489_s_at	3.309745134	5.12671814833333	normal_or_adjacent
GSE14333	GSM358605	GPL570	217489_s_at	1.893824843	3.96042268666667	normal_or_adjacent
GSE14333	GSM358606	GPL570	217489_s_at	3.657740901	5.14670283033333	normal_or_adjacent
GSE14333	GSM358607	GPL570	217489_s_at	5.311103657	6.170108371	normal_or_adjacent
GSE14333	GSM358608	GPL570	217489_s_at	4.712547792	5.231744881	normal_or_adjacent
GSE14333	GSM358609	GPL570	217489_s_at	4.025242655	5.49935093233333	normal_or_adjacent
GSE14333	GSM358610	GPL570	217489_s_at	2.989994291	5.19441759666667	normal_or_adjacent
GSE14333	GSM358611	GPL570	217489_s_at	1.679479855	4.34308913566667	normal_or_adjacent
GSE14333	GSM358612	GPL570	217489_s_at	1.896066027	3.08724674766667	normal_or_adjacent
GSE14333	GSM358613	GPL570	217489_s_at	3.801058193	5.899353623	normal_or_adjacent
GSE14333	GSM358614	GPL570	217489_s_at	1.910212662	5.21404941566667	normal_or_adjacent
GSE14333	GSM358615	GPL570	217489_s_at	4.067008138	4.73762556966667	normal_or_adjacent
GSE14333	GSM358616	GPL570	217489_s_at	4.69027355	6.530117031	normal_or_adjacent
GSE14333	GSM358617	GPL570	217489_s_at	3.631651196	6.00972699633333	normal_or_adjacent
GSE14333	GSM358618	GPL570	217489_s_at	5.195502559	6.239023623	normal_or_adjacent
GSE14333	GSM358619	GPL570	217489_s_at	4.298410364	5.16009922233333	normal_or_adjacent
GSE14333	GSM358620	GPL570	217489_s_at	1.283141418	3.390377718	normal_or_adjacent
GSE14333	GSM358621	GPL570	217489_s_at	2.223989223	5.99923106266667	normal_or_adjacent
GSE14333	GSM358622	GPL570	217489_s_at	4.573472961	5.51446854433333	normal_or_adjacent
GSE14333	GSM358623	GPL570	217489_s_at	4.314382625	6.07875312933333	normal_or_adjacent
GSE14333	GSM358624	GPL570	217489_s_at	4.939217763	5.86879516866667	normal_or_adjacent
GSE14333	GSM358625	GPL570	217489_s_at	2.646635347	5.04322076366667	normal_or_adjacent
GSE14333	GSM358626	GPL570	217489_s_at	4.024919048	5.51490375666667	normal_or_adjacent
GSE14333	GSM358627	GPL570	217489_s_at	2.831155213	5.952983397	normal_or_adjacent
GSE14333	GSM358628	GPL570	217489_s_at	2.045024169	4.26727456766667	normal_or_adjacent
GSE14333	GSM358629	GPL570	217489_s_at	1.787201975	4.58130741633333	normal_or_adjacent
GSE14333	GSM358630	GPL570	217489_s_at	5.163266854	6.50219249233333	normal_or_adjacent
