figure	label	original_path	copied_path	exists	size_bytes	md5
Figure_5	input_immune_plot_table	D:/SCI2/MD-1/MR_IL6R_CRC_project_template_v4/4_figures_submission_v36/04_source_tables/Figure_5_immune_aggregated_plot_data_v36_20260516_061614.tsv	D:/SCI2/MD-1/MR_IL6R_CRC_project_template_v4/7_Output/v37_1_source_traceability/copied_source_files/Figure_5/Figure_5_immune_aggregated_plot_data_v36_20260516_061614__copied_for_Figure_5_20260516_063959.tsv	TRUE	1995	3caad1311f5da5a61ddf7cf8a90997b2
